epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,1793.13,0.94021,0.65447,1.02988,0.99568,1,0.995,0.61723,1.36165,1.01449,1.38014,0.0006536,0.0006536,0.0006536
70,1813.15,0.9918,0.65913,1.04075,0.98086,1,0.995,0.60722,1.33402,0.93739,1.36035,0.0006338,0.0006338,0.0006338
71,1832.72,0.95447,0.64297,1.02064,0.99017,1,0.995,0.60466,1.34535,0.8909,1.36095,0.000614,0.000614,0.000614
72,1852.29,0.93599,0.68169,1.02118,0.99884,1,0.995,0.591,1.36727,0.86732,1.36646,0.0005942,0.0005942,0.0005942
73,1872.18,0.93698,0.64669,1.02525,0.99884,1,0.995,0.591,1.36727,0.86732,1.36646,0.0005744,0.0005744,0.0005744
74,1891.82,0.94402,0.64659,1.04322,1,0.98761,0.995,0.60817,1.34591,0.86094,1.33047,0.0005546,0.0005546,0.0005546
75,1911.53,1.01033,0.63497,1.02355,0.96644,0.94118,0.99222,0.63686,1.30584,0.85835,1.32154,0.0005348,0.0005348,0.0005348
76,1932.17,0.92746,0.62353,0.96939,1,0.93295,0.99222,0.63777,1.3278,0.8852,1.3421,0.000515,0.000515,0.000515
77,1952.07,0.99352,0.62212,1.01747,1,0.93295,0.99222,0.63777,1.3278,0.8852,1.3421,0.0004952,0.0004952,0.0004952
78,1972.41,0.90897,0.64462,1.01198,1,0.94095,0.99222,0.59864,1.35387,0.90473,1.33185,0.0004754,0.0004754,0.0004754
79,2000,1.00559,0.64047,1.034,0.94361,0.98495,0.99222,0.60052,1.35031,0.89039,1.31828,0.0004556,0.0004556,0.0004556
80,2022.36,0.93961,0.61414,0.9927,0.94355,0.98394,0.99222,0.61625,1.35615,0.8638,1.31603,0.0004358,0.0004358,0.0004358
81,2044.45,0.94623,0.62673,1.00217,0.94355,0.98394,0.99222,0.61625,1.35615,0.8638,1.31603,0.000416,0.000416,0.000416
82,2068.11,0.86012,0.61432,0.96378,0.9432,0.97767,0.99222,0.61728,1.33839,0.82728,1.32453,0.0003962,0.0003962,0.0003962
83,2089.51,0.90925,0.61166,1.01263,0.97878,0.94118,0.98974,0.62576,1.34362,0.80164,1.33402,0.0003764,0.0003764,0.0003764
84,2110.49,0.87195,0.56854,0.96526,0.98979,0.94118,0.9875,0.61685,1.32301,0.783,1.3273,0.0003566,0.0003566,0.0003566
85,2130.04,0.9493,0.6011,0.98825,0.98979,0.94118,0.9875,0.61685,1.32301,0.783,1.3273,0.0003368,0.0003368,0.0003368
86,2150.29,0.94402,0.5927,1.01696,0.99565,0.94118,0.98974,0.60218,1.31248,0.77611,1.34119,0.000317,0.000317,0.000317
87,2170.01,0.90165,0.57037,1.0226,1,0.9387,0.98974,0.60572,1.3077,0.75886,1.3607,0.0002972,0.0002972,0.0002972
88,2190,0.92111,0.62861,0.99366,0.99811,0.94118,0.9875,0.61181,1.3003,0.74764,1.35902,0.0002774,0.0002774,0.0002774
89,2209.52,0.88121,0.56631,0.97791,0.99811,0.94118,0.9875,0.61181,1.3003,0.74764,1.35902,0.0002576,0.0002576,0.0002576
90,2229.45,0.94834,0.5705,1.01659,0.99557,0.94118,0.98974,0.60993,1.29624,0.74038,1.35108,0.0002378,0.0002378,0.0002378
91,2249.65,0.89582,0.6096,1.01755,0.99456,0.94118,0.98974,0.61696,1.29196,0.74618,1.33466,0.000218,0.000218,0.000218
92,2269.59,0.91824,0.60782,1.01864,0.994,0.94118,0.98974,0.60985,1.2857,0.77016,1.31085,0.0001982,0.0001982,0.0001982
93,2289.47,0.87726,0.57615,0.9919,0.994,0.94118,0.98974,0.60985,1.2857,0.77016,1.31085,0.0001784,0.0001784,0.0001784
94,2309.48,0.89956,0.59026,1.00687,0.99412,0.94118,0.99222,0.63069,1.29379,0.79451,1.29973,0.0001586,0.0001586,0.0001586
95,2329.23,0.87597,0.60473,0.99011,0.99454,0.94118,0.99222,0.62468,1.31591,0.79823,1.29692,0.0001388,0.0001388,0.0001388
96,2348.98,0.84571,0.5784,0.95836,0.99544,0.94118,0.99222,0.62313,1.32583,0.8024,1.29874,0.000119,0.000119,0.000119
97,2368.45,0.88832,0.59863,1.01656,0.99544,0.94118,0.99222,0.62313,1.32583,0.8024,1.29874,9.92e-05,9.92e-05,9.92e-05
98,2388.63,0.88073,0.56248,0.97385,0.99474,0.94118,0.99222,0.62361,1.3263,0.79536,1.29509,7.94e-05,7.94e-05,7.94e-05
99,2408.87,0.89352,0.60327,1.01036,0.99406,0.94118,0.99222,0.62387,1.32402,0.78057,1.29266,5.96e-05,5.96e-05,5.96e-05
100,2429.71,0.8836,0.58066,0.98347,0.99199,0.94118,0.99222,0.62412,1.32109,0.76924,1.28973,3.98e-05,3.98e-05,3.98e-05
