epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,1406.74,0.41876,0.59089,0.85643,0.88657,0.97222,0.94189,0.88206,0.33955,0.79234,0.63357,0.00113889,0.00113889,0.00113889
34,1457.12,0.41121,0.57951,0.85924,0.91854,0.97222,0.9396,0.88524,0.33019,0.751,0.63401,0.00112239,0.00112239,0.00112239
35,1519.82,0.40065,0.56486,0.85339,0.92125,0.97222,0.93933,0.89237,0.33326,0.75278,0.63493,0.00110589,0.00110589,0.00110589
36,1569.07,0.4131,0.53544,0.84968,0.92895,0.97222,0.93933,0.87827,0.36553,0.71998,0.64237,0.00108938,0.00108938,0.00108938
37,1614.3,0.421,0.54741,0.86357,0.93325,0.97222,0.93933,0.87214,0.35481,0.71665,0.64404,0.00107288,0.00107288,0.00107288
38,1659.33,0.38455,0.53946,0.85916,0.93455,0.97222,0.93933,0.86721,0.35504,0.7308,0.64707,0.00105638,0.00105638,0.00105638
39,1704.6,0.41794,0.55913,0.86817,0.93576,0.97222,0.93933,0.88084,0.34952,0.72967,0.64755,0.00103987,0.00103987,0.00103987
40,1749.36,0.367,0.55063,0.86282,0.93453,0.97222,0.94167,0.89023,0.34228,0.7288,0.63906,0.00102337,0.00102337,0.00102337
41,1796.96,0.39842,0.52,0.85214,0.9404,0.97222,0.94653,0.89306,0.30073,0.66011,0.62774,0.00100687,0.00100687,0.00100687
42,1843.33,0.42358,0.5344,0.86737,0.94827,0.97222,0.94197,0.89264,0.30616,0.61864,0.62511,0.000990365,0.000990365,0.000990365
43,1889.22,0.36191,0.4979,0.86044,0.94829,0.97222,0.94433,0.89943,0.30548,0.64579,0.62651,0.000973861,0.000973861,0.000973861
44,1928.66,0.38851,0.52025,0.8701,0.943,0.97222,0.93966,0.89127,0.3055,0.64463,0.62333,0.000957358,0.000957358,0.000957358
45,1970.26,0.39152,0.51265,0.8641,0.9401,0.97149,0.93727,0.87965,0.30267,0.60494,0.62267,0.000940855,0.000940855,0.000940855
46,2010.09,0.38573,0.50245,0.86591,0.94132,0.96342,0.94005,0.87867,0.29904,0.61112,0.6194,0.000924352,0.000924352,0.000924352
47,2052.29,0.36449,0.50213,0.84848,0.93114,0.97116,0.94055,0.88809,0.29702,0.63188,0.61718,0.000907848,0.000907848,0.000907848
48,2091.5,0.37309,0.503,0.82958,0.93026,0.97222,0.944,0.90904,0.30647,0.59959,0.62119,0.000891345,0.000891345,0.000891345
49,2139.34,0.36642,0.48644,0.83731,0.93093,0.97222,0.94353,0.90378,0.32328,0.59953,0.62912,0.000874842,0.000874842,0.000874842
50,2186.07,0.35356,0.46687,0.8445,0.92993,0.97222,0.94022,0.8702,0.33599,0.60059,0.63204,0.000858338,0.000858338,0.000858338
51,2237.67,0.37109,0.46874,0.86688,0.93296,0.97222,0.93974,0.87647,0.29862,0.59912,0.62408,0.000841835,0.000841835,0.000841835
52,2280.81,0.38566,0.48144,0.83293,0.94224,0.97222,0.93967,0.8867,0.31598,0.6139,0.6309,0.000825332,0.000825332,0.000825332
53,2322.21,0.35466,0.48764,0.8485,0.94677,0.97222,0.93719,0.88764,0.34333,0.6485,0.64058,0.000808828,0.000808828,0.000808828
54,2364.81,0.39184,0.47479,0.84113,0.95128,0.97222,0.93719,0.91434,0.36009,0.64246,0.64351,0.000792325,0.000792325,0.000792325
55,2406.48,0.34671,0.47456,0.83892,0.95373,0.97222,0.93716,0.89343,0.387,0.63477,0.64535,0.000775822,0.000775822,0.000775822
56,2444.95,0.35186,0.48416,0.86055,0.95632,0.97222,0.93719,0.88602,0.39642,0.60378,0.64325,0.000759318,0.000759318,0.000759318
57,2484.72,0.36175,0.4462,0.81601,0.9584,0.97222,0.93722,0.89149,0.36,0.5118,0.63422,0.000742815,0.000742815,0.000742815
58,2523.84,0.37033,0.46334,0.84238,0.95907,0.97222,0.93723,0.8863,0.3567,0.49608,0.63238,0.000726312,0.000726312,0.000726312
59,2567.15,0.35199,0.43903,0.83435,0.95955,0.97222,0.93721,0.88518,0.35339,0.52711,0.63365,0.000709809,0.000709809,0.000709809
60,2609.1,0.37868,0.49299,0.8504,0.95929,0.97222,0.93718,0.88808,0.32945,0.54646,0.62655,0.000693305,0.000693305,0.000693305
61,2647.89,0.34576,0.43811,0.8245,0.95706,0.97222,0.93715,0.89794,0.31733,0.51925,0.62342,0.000676802,0.000676802,0.000676802
62,2692.9,0.35729,0.44872,0.82841,0.95287,0.97222,0.93963,0.90964,0.30069,0.50713,0.62125,0.000660299,0.000660299,0.000660299
63,2734.62,0.35177,0.45334,0.8538,0.94806,0.97222,0.94193,0.90563,0.29719,0.51131,0.62195,0.000643795,0.000643795,0.000643795
64,2773.75,0.34783,0.43913,0.85183,0.94386,0.97222,0.94428,0.90382,0.30463,0.51686,0.62368,0.000627292,0.000627292,0.000627292
65,2813.99,0.33854,0.42168,0.84746,0.94353,0.97222,0.94662,0.90087,0.31592,0.50644,0.62526,0.000610789,0.000610789,0.000610789
66,2855.25,0.32448,0.4202,0.81997,0.94585,0.97222,0.94895,0.89416,0.32059,0.49378,0.62663,0.000594286,0.000594286,0.000594286
67,2897.28,0.3276,0.41868,0.83867,0.94805,0.97222,0.94895,0.89709,0.30725,0.49753,0.62395,0.000577782,0.000577782,0.000577782
68,2949.3,0.33888,0.41209,0.82354,0.95033,0.97222,0.94661,0.88671,0.31702,0.49324,0.62644,0.000561279,0.000561279,0.000561279
69,2993.21,0.33863,0.41508,0.84192,0.95233,0.97222,0.93959,0.86842,0.32897,0.51058,0.63013,0.000544776,0.000544776,0.000544776
70,3035.39,0.32085,0.42197,0.85403,0.95378,0.97222,0.93953,0.87516,0.32997,0.51632,0.63147,0.000528272,0.000528272,0.000528272
71,3086.58,0.33662,0.41658,0.8458,0.9536,0.97222,0.93954,0.88448,0.31048,0.4922,0.62561,0.000511769,0.000511769,0.000511769
72,3127.75,0.33444,0.40307,0.83511,0.95169,0.97222,0.93703,0.88548,0.29737,0.47412,0.6229,0.000495266,0.000495266,0.000495266
73,3168.54,0.32493,0.38814,0.82572,0.95006,0.97222,0.93933,0.88372,0.2971,0.46185,0.62299,0.000478762,0.000478762,0.000478762
74,3209.75,0.3451,0.4029,0.85325,0.9493,0.97222,0.94167,0.87868,0.30247,0.45593,0.62301,0.000462259,0.000462259,0.000462259
75,3251.15,0.32317,0.38917,0.83437,0.94931,0.97222,0.944,0.88594,0.29475,0.45174,0.61914,0.000445756,0.000445756,0.000445756
76,3293.04,0.32513,0.38697,0.82829,0.95047,0.97222,0.94633,0.88703,0.28579,0.44659,0.61618,0.000429253,0.000429253,0.000429253
77,3333.81,0.32369,0.392,0.84638,0.951,0.97222,0.944,0.88708,0.28501,0.43957,0.6151,0.000412749,0.000412749,0.000412749
78,3372.41,0.29987,0.37973,0.83614,0.95269,0.97222,0.94167,0.89692,0.2849,0.4249,0.61494,0.000396246,0.000396246,0.000396246
79,3409.63,0.31142,0.38146,0.82924,0.95368,0.97222,0.944,0.90257,0.28674,0.43286,0.61613,0.000379743,0.000379743,0.000379743
80,3446.94,0.32221,0.37674,0.82361,0.95473,0.97222,0.944,0.9064,0.29207,0.44396,0.61792,0.000363239,0.000363239,0.000363239
81,3485.06,0.31393,0.36694,0.8077,0.95459,0.97222,0.944,0.90818,0.2954,0.46147,0.62011,0.000346736,0.000346736,0.000346736
82,3522.37,0.31266,0.37597,0.82882,0.95388,0.97222,0.944,0.8977,0.29936,0.47579,0.62218,0.000330233,0.000330233,0.000330233
83,3561.49,0.29516,0.3687,0.82888,0.95391,0.97222,0.94167,0.8952,0.30331,0.48785,0.62246,0.000313729,0.000313729,0.000313729
84,3602.19,0.32146,0.37822,0.83288,0.95334,0.97222,0.94867,0.9023,0.2945,0.48506,0.62145,0.000297226,0.000297226,0.000297226
85,3641.85,0.31457,0.37669,0.84914,0.95264,0.97222,0.95833,0.91464,0.28801,0.47325,0.62067,0.000280723,0.000280723,0.000280723
86,3679.2,0.2993,0.37727,0.82149,0.9519,0.97222,0.95833,0.91434,0.29165,0.4637,0.62103,0.00026422,0.00026422,0.00026422
87,3715.52,0.31035,0.36192,0.83927,0.95041,0.97222,0.95833,0.90022,0.29177,0.45857,0.62092,0.000247716,0.000247716,0.000247716
88,3753.26,0.2924,0.36483,0.84715,0.94822,0.97222,0.9489,0.89534,0.28441,0.45346,0.62046,0.000231213,0.000231213,0.000231213
89,3790.77,0.29434,0.39053,0.83967,0.94525,0.97222,0.9371,0.87579,0.27856,0.44902,0.62103,0.00021471,0.00021471,0.00021471
90,3828.95,0.31399,0.37565,0.83822,0.94354,0.97222,0.9371,0.8892,0.27958,0.4438,0.62202,0.000198206,0.000198206,0.000198206
91,3866.58,0.26403,0.47734,0.79703,0.94252,0.97082,0.93712,0.88626,0.28503,0.43977,0.62368,0.000181703,0.000181703,0.000181703
92,3911.68,0.26329,0.46489,0.81133,0.94136,0.969,0.93714,0.88003,0.29116,0.44435,0.625,0.0001652,0.0001652,0.0001652
93,3956.65,0.26193,0.44577,0.79811,0.94067,0.96722,0.93714,0.87639,0.29621,0.46495,0.62588,0.000148696,0.000148696,0.000148696
94,4005.15,0.24259,0.43846,0.77532,0.9404,0.96608,0.93714,0.87918,0.29845,0.47754,0.62657,0.000132193,0.000132193,0.000132193
95,4034.61,0.25246,0.45483,0.79708,0.94045,0.96616,0.93713,0.87918,0.2991,0.47503,0.62687,0.00011569,0.00011569,0.00011569
96,4063.68,0.2628,0.45756,0.81015,0.94061,0.96684,0.93712,0.87913,0.29884,0.46594,0.62635,9.91865e-05,9.91865e-05,9.91865e-05
97,4093.41,0.25046,0.45163,0.75775,0.94097,0.96773,0.93711,0.88193,0.29769,0.45494,0.62623,8.26832e-05,8.26832e-05,8.26832e-05
98,4122.98,0.26196,0.45422,0.79276,0.94122,0.96832,0.93711,0.88485,0.29732,0.44538,0.62603,6.61799e-05,6.61799e-05,6.61799e-05
99,4152.87,0.25273,0.42422,0.82715,0.94136,0.96858,0.93711,0.88727,0.29741,0.44223,0.62604,4.96766e-05,4.96766e-05,4.96766e-05
100,4184.13,0.25672,0.44113,0.80828,0.94154,0.96868,0.93711,0.88727,0.29803,0.44066,0.62579,3.31733e-05,3.31733e-05,3.31733e-05
