epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,1402.13,1.05162,0.68715,1.03085,0.92703,0.88235,0.90587,0.54855,1.46633,1.12472,1.33819,0.0012608,0.0012608,0.0012608
58,1424.14,0.95844,0.66249,1.04347,0.99667,0.88235,0.92425,0.555,1.36082,1.02206,1.28803,0.0012476,0.0012476,0.0012476
59,1446.57,1.05018,0.68976,1.05813,1,0.8756,0.9392,0.58691,1.30714,0.92281,1.25769,0.0012344,0.0012344,0.0012344
60,1468.39,1.04081,0.67836,1.05149,0.93104,0.88235,0.92595,0.58158,1.29702,1.07678,1.27228,0.0012212,0.0012212,0.0012212
61,1489.59,1.03359,0.65109,1.00119,0.93104,0.88235,0.92595,0.58158,1.29702,1.07678,1.27228,0.001208,0.001208,0.001208
62,1512.92,1.00456,0.6523,1.04275,1,0.87597,0.92191,0.60938,1.3153,1.15166,1.27745,0.0011948,0.0011948,0.0011948
63,1534.41,0.90976,0.65282,1.01035,0.93304,0.88235,0.91321,0.5794,1.29521,1.07894,1.27343,0.0011816,0.0011816,0.0011816
64,1556.29,0.94024,0.6479,0.99579,0.98458,0.88235,0.95076,0.59896,1.32446,1.05054,1.27523,0.0011684,0.0011684,0.0011684
65,1577.87,1.00373,0.67232,1.02884,0.98458,0.88235,0.95076,0.59896,1.32446,1.05054,1.27523,0.0011552,0.0011552,0.0011552
66,1599.49,1.01709,0.64445,1.00596,1,0.88172,0.95605,0.61491,1.34717,1.02344,1.28876,0.001142,0.001142,0.001142
67,1620.93,0.89181,0.61887,0.98306,1,0.87767,0.96128,0.63294,1.32587,0.94414,1.28294,0.0011288,0.0011288,0.0011288
68,1642.32,0.89387,0.66591,0.98981,0.99245,0.88235,0.95789,0.62571,1.30516,0.94159,1.325,0.0011156,0.0011156,0.0011156
69,1663.31,1.01733,0.66,1.0279,0.99245,0.88235,0.95789,0.62571,1.30516,0.94159,1.325,0.0011024,0.0011024,0.0011024
70,1684.69,0.94185,0.63644,1.00573,0.99416,0.88235,0.96053,0.64272,1.3208,0.94459,1.32224,0.0010892,0.0010892,0.0010892
71,1706.08,0.94716,0.63115,1.03163,0.99467,0.88235,0.96764,0.60841,1.30863,0.92307,1.26276,0.001076,0.001076,0.001076
72,1727.77,0.99636,0.62895,0.99055,0.99408,0.88235,0.96764,0.59063,1.29295,0.84695,1.24,0.0010628,0.0010628,0.0010628
73,1749.14,1.00014,0.61669,1.01113,0.99408,0.88235,0.96764,0.59063,1.29295,0.84695,1.24,0.0010496,0.0010496,0.0010496
74,1770.83,0.98722,0.60956,1.02734,0.99377,0.88235,0.98083,0.63057,1.25401,0.8268,1.24352,0.0010364,0.0010364,0.0010364
75,1792.56,0.9068,0.58733,0.98552,0.99401,0.88235,0.98342,0.6439,1.23457,0.85626,1.2632,0.0010232,0.0010232,0.0010232
76,1814.2,0.9479,0.64966,1.01732,0.99436,0.88235,0.98342,0.61926,1.24242,0.89,1.26478,0.00101,0.00101,0.00101
77,1836.6,0.95703,0.65262,1.02224,0.99436,0.88235,0.98342,0.61926,1.24242,0.89,1.26478,0.0009968,0.0009968,0.0009968
78,1859.4,1.00698,0.63613,1.02068,0.99321,0.88235,0.97416,0.61946,1.24148,0.89138,1.24021,0.0009836,0.0009836,0.0009836
79,1881.35,0.93044,0.61096,1.00976,0.99172,0.88235,0.96613,0.60003,1.2588,0.92171,1.23174,0.0009704,0.0009704,0.0009704
80,1903.52,0.94668,0.6135,1.03436,0.97951,0.88235,0.97248,0.62506,1.24965,0.9013,1.23104,0.0009572,0.0009572,0.0009572
81,1924.81,0.88744,0.57821,1.00544,0.97951,0.88235,0.97248,0.62506,1.24965,0.9013,1.23104,0.000944,0.000944,0.000944
82,1946.04,0.93537,0.53249,0.99042,0.89742,0.88235,0.95072,0.63463,1.24469,0.86139,1.24692,0.0009308,0.0009308,0.0009308
83,1968.15,0.87732,0.56311,0.97971,0.93738,0.88064,0.9547,0.62996,1.27761,0.90904,1.24088,0.0009176,0.0009176,0.0009176
84,1989.84,0.91976,0.57403,1.01487,0.93736,0.88034,0.94553,0.60629,1.32952,0.88685,1.32205,0.0009044,0.0009044,0.0009044
85,2011.04,0.91028,0.5758,1.01232,0.93736,0.88034,0.94553,0.60629,1.32952,0.88685,1.32205,0.0008912,0.0008912,0.0008912
86,2032.96,0.88607,0.59571,0.97883,0.88679,0.94118,0.962,0.60973,1.29921,0.88566,1.35022,0.000878,0.000878,0.000878
87,2054.73,0.91915,0.57947,0.98824,0.87961,0.94118,0.962,0.62167,1.25889,0.82976,1.33091,0.0008648,0.0008648,0.0008648
88,2076.97,0.9151,0.57033,0.97306,0.92394,0.94118,0.96725,0.63377,1.2604,0.82382,1.32886,0.0008516,0.0008516,0.0008516
89,2098.88,0.92315,0.60324,1.01856,0.92394,0.94118,0.96725,0.63377,1.2604,0.82382,1.32886,0.0008384,0.0008384,0.0008384
90,2120.69,0.84663,0.57787,0.99752,0.90598,0.94118,0.96294,0.59241,1.31205,0.80646,1.3261,0.0008252,0.0008252,0.0008252
91,2143.77,0.92556,0.55108,0.95344,0.96216,0.88235,0.98397,0.60596,1.32808,0.81704,1.32918,0.000812,0.000812,0.000812
92,2165.99,0.8756,0.54577,0.98429,0.9264,0.94118,0.98397,0.60292,1.31145,0.77395,1.32744,0.0007988,0.0007988,0.0007988
93,2189.46,0.88355,0.56481,0.98028,0.9264,0.94118,0.98397,0.60292,1.31145,0.77395,1.32744,0.0007856,0.0007856,0.0007856
94,2211.33,0.86368,0.56451,0.97921,0.93448,0.94118,0.97843,0.60672,1.29897,0.77073,1.32906,0.0007724,0.0007724,0.0007724
95,2233.19,0.84341,0.54819,0.94385,0.88152,0.94118,0.95435,0.59805,1.29267,0.78813,1.34335,0.0007592,0.0007592,0.0007592
96,2255.21,0.94244,0.5527,1.00451,0.93989,0.94118,0.95802,0.60198,1.2784,0.8222,1.32884,0.000746,0.000746,0.000746
97,2277.08,0.97557,0.58747,0.99572,0.93989,0.94118,0.95802,0.60198,1.2784,0.8222,1.32884,0.0007328,0.0007328,0.0007328
98,2298.97,0.88792,0.57361,0.99197,0.93225,0.94118,0.96589,0.59829,1.28417,0.81902,1.30539,0.0007196,0.0007196,0.0007196
99,2320.82,0.92862,0.53703,0.96516,0.93326,0.88235,0.97708,0.61947,1.32076,0.83002,1.30409,0.0007064,0.0007064,0.0007064
100,2343.18,0.85068,0.53252,0.95134,1,0.88208,0.95765,0.61559,1.34899,0.85075,1.34037,0.0006932,0.0006932,0.0006932
101,2364.95,1.04947,0.62281,1.00814,1,0.88208,0.95765,0.61559,1.34899,0.85075,1.34037,0.00068,0.00068,0.00068
102,2386.51,0.96578,0.60439,0.98188,1,0.87992,0.96124,0.63919,1.32197,0.84665,1.3469,0.0006668,0.0006668,0.0006668
103,2408.89,0.92101,0.60622,0.99318,0.97573,0.94118,0.97156,0.6136,1.2563,0.83411,1.30302,0.0006536,0.0006536,0.0006536
104,2431.85,0.82598,0.56035,0.95204,1,0.93765,0.96271,0.60195,1.24503,0.82534,1.29331,0.0006404,0.0006404,0.0006404
105,2454.41,0.90592,0.55741,1.00684,1,0.93765,0.96271,0.60195,1.24503,0.82534,1.29331,0.0006272,0.0006272,0.0006272
106,2476.24,0.95304,0.59258,1.00524,1,0.93915,0.95175,0.58429,1.2822,0.85406,1.30449,0.000614,0.000614,0.000614
107,2498.57,0.8826,0.586,0.95575,0.9923,0.94118,0.945,0.58309,1.28352,0.84658,1.2928,0.0006008,0.0006008,0.0006008
108,2522.04,0.8783,0.56254,0.96625,0.9926,0.94118,0.94986,0.6084,1.25493,0.80115,1.27199,0.0005876,0.0005876,0.0005876
109,2544.02,0.90316,0.56183,0.9747,0.9926,0.94118,0.94986,0.6084,1.25493,0.80115,1.27199,0.0005744,0.0005744,0.0005744
110,2565.5,0.87098,0.56422,0.94748,0.98658,0.94118,0.9522,0.61487,1.22435,0.80812,1.24216,0.0005612,0.0005612,0.0005612
111,2587.36,0.86998,0.54549,0.96483,1,0.93314,0.95966,0.59999,1.25792,0.80712,1.2405,0.000548,0.000548,0.000548
112,2609.1,0.86008,0.53976,0.97983,1,0.88058,0.95638,0.61264,1.3127,0.83984,1.25673,0.0005348,0.0005348,0.0005348
113,2631.08,0.86907,0.52526,0.96079,1,0.88058,0.95638,0.61264,1.3127,0.83984,1.25673,0.0005216,0.0005216,0.0005216
