epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,592.237,0.73868,0.80587,1.00213,0.97344,1,0.995,0.82892,0.81535,1.04032,1.33101,0.0010195,0.0010195,0.0010195
51,603.062,0.65704,0.60895,0.90457,0.97344,1,0.995,0.82892,0.81535,1.04032,1.33101,0.00101,0.00101,0.00101
52,613.628,0.61057,0.65516,0.92524,0.97092,1,0.995,0.82867,0.86909,1.14189,1.38241,0.0009902,0.0009902,0.0009902
53,624.457,0.6206,0.63168,0.87187,0.97092,1,0.995,0.82867,0.86909,1.14189,1.38241,0.0009704,0.0009704,0.0009704
54,635.154,0.71376,0.81081,0.95128,1,0.98888,0.995,0.76217,0.97196,1.42156,1.38438,0.0009506,0.0009506,0.0009506
55,646.585,0.59367,0.64715,0.96163,1,0.98888,0.995,0.76217,0.97196,1.42156,1.38438,0.0009308,0.0009308,0.0009308
56,657.604,0.56532,0.57941,0.95894,1,0.96418,0.995,0.68639,0.95037,1.44908,1.29449,0.000911,0.000911,0.000911
57,668.648,0.6707,0.77041,0.92464,1,0.96418,0.995,0.68639,0.95037,1.44908,1.29449,0.0008912,0.0008912,0.0008912
58,679.536,0.63923,0.69671,0.95772,1,0.89962,0.995,0.7117,0.86459,1.71264,1.31207,0.0008714,0.0008714,0.0008714
59,690.365,0.67306,0.7248,0.93176,1,0.89962,0.995,0.7117,0.86459,1.71264,1.31207,0.0008516,0.0008516,0.0008516
60,702.95,0.67406,0.67212,0.99865,1,0.67428,0.91167,0.6395,0.82171,1.69742,1.3416,0.0008318,0.0008318,0.0008318
61,716.71,0.50779,0.62796,0.93508,1,0.67428,0.91167,0.6395,0.82171,1.69742,1.3416,0.000812,0.000812,0.000812
62,729.881,0.67486,0.69372,0.99806,0.84055,0.75,0.945,0.66556,0.93842,1.74464,1.46145,0.0007922,0.0007922,0.0007922
63,742.972,0.60775,0.58079,0.95406,0.84055,0.75,0.945,0.66556,0.93842,1.74464,1.46145,0.0007724,0.0007724,0.0007724
64,756.85,0.47638,0.5507,0.84911,0.63675,0.45512,0.845,0.59435,1.08042,2.11228,1.5621,0.0007526,0.0007526,0.0007526
65,770.606,0.56518,0.75606,0.97102,0.63675,0.45512,0.845,0.59435,1.08042,2.11228,1.5621,0.0007328,0.0007328,0.0007328
66,783.936,0.67485,0.63582,0.92817,0.68875,0.56625,0.73111,0.50869,1.0717,2.3125,1.52466,0.000713,0.000713,0.000713
67,797.218,0.59169,0.69261,0.91587,0.68875,0.56625,0.73111,0.50869,1.0717,2.3125,1.52466,0.0006932,0.0006932,0.0006932
68,810.806,0.67754,0.78003,1.07091,1,0.7437,0.88786,0.66386,0.89239,1.71743,1.422,0.0006734,0.0006734,0.0006734
69,824.367,0.50552,0.59061,0.89796,1,0.7437,0.88786,0.66386,0.89239,1.71743,1.422,0.0006536,0.0006536,0.0006536
70,839.462,0.55578,0.55595,0.88016,1,0.97939,0.995,0.7335,0.82003,1.09182,1.32682,0.0006338,0.0006338,0.0006338
71,856.342,0.58924,0.75512,0.93085,1,0.97939,0.995,0.7335,0.82003,1.09182,1.32682,0.000614,0.000614,0.000614
72,871.217,0.52052,0.5505,0.98094,1,0.99279,0.995,0.7335,0.79373,0.88861,1.21834,0.0005942,0.0005942,0.0005942
73,889.608,0.67743,0.65186,1.02893,1,0.99279,0.995,0.7335,0.79373,0.88861,1.21834,0.0005744,0.0005744,0.0005744
74,904.564,0.62579,0.80606,0.91833,0.9936,1,0.995,0.75825,0.7697,0.79354,1.19042,0.0005546,0.0005546,0.0005546
75,918.952,0.5608,0.53909,0.93752,0.9936,1,0.995,0.75825,0.7697,0.79354,1.19042,0.0005348,0.0005348,0.0005348
76,933.624,0.50976,0.53698,0.87321,0.99031,1,0.995,0.78529,0.76793,0.78797,1.17104,0.000515,0.000515,0.000515
77,947.322,0.57559,0.56324,0.89072,0.99031,1,0.995,0.78529,0.76793,0.78797,1.17104,0.0004952,0.0004952,0.0004952
78,961.522,0.49086,0.55447,0.90679,0.99218,1,0.995,0.82892,0.78873,0.77454,1.16559,0.0004754,0.0004754,0.0004754
79,975.331,0.55839,0.96483,0.98612,0.99218,1,0.995,0.82892,0.78873,0.77454,1.16559,0.0004556,0.0004556,0.0004556
80,989.873,0.5619,0.50438,0.90257,0.98933,1,0.995,0.82075,0.77216,0.72529,1.10358,0.0004358,0.0004358,0.0004358
81,1004,0.54306,0.56436,0.8796,0.98933,1,0.995,0.82075,0.77216,0.72529,1.10358,0.000416,0.000416,0.000416
82,1018.06,0.55799,0.57151,0.86877,0.9877,1,0.995,0.8955,0.65709,0.68679,0.95203,0.0003962,0.0003962,0.0003962
83,1032.37,0.50276,0.61499,0.92787,0.9877,1,0.995,0.8955,0.65709,0.68679,0.95203,0.0003764,0.0003764,0.0003764
84,1044,0.79902,0.74739,0.9816,0.9871,1,0.995,0.8705,0.57987,0.65083,0.8949,0.0003566,0.0003566,0.0003566
85,1055.48,0.61616,0.58882,0.93857,0.9871,1,0.995,0.8705,0.57987,0.65083,0.8949,0.0003368,0.0003368,0.0003368
86,1067.6,0.7289,0.56827,0.97117,0.98666,1,0.995,0.8705,0.55833,0.63313,0.8881,0.000317,0.000317,0.000317
87,1078.89,0.49722,0.52412,0.87973,0.98666,1,0.995,0.8705,0.55833,0.63313,0.8881,0.0002972,0.0002972,0.0002972
88,1090.68,0.5656,0.50001,0.92399,0.98712,1,0.995,0.8705,0.51581,0.5802,0.88122,0.0002774,0.0002774,0.0002774
89,1102.24,0.49322,0.5795,0.90559,0.98712,1,0.995,0.8705,0.51581,0.5802,0.88122,0.0002576,0.0002576,0.0002576
90,1113.46,0.62629,0.513,0.95816,0.98769,1,0.995,0.92,0.4931,0.56888,0.86998,0.0002378,0.0002378,0.0002378
91,1125.25,0.53451,0.74802,0.9076,0.98769,1,0.995,0.92,0.4931,0.56888,0.86998,0.000218,0.000218,0.000218
92,1137.46,0.48783,0.62289,0.87099,0.98805,1,0.995,0.895,0.48315,0.56921,0.86935,0.0001982,0.0001982,0.0001982
93,1148.92,0.46595,0.55326,0.88658,0.98805,1,0.995,0.895,0.48315,0.56921,0.86935,0.0001784,0.0001784,0.0001784
94,1162.73,0.44828,0.59004,0.73273,0.98851,1,0.995,0.86425,0.50433,0.56487,0.87386,0.0001586,0.0001586,0.0001586
95,1174.49,0.3943,0.50936,0.77236,0.98851,1,0.995,0.86425,0.50433,0.56487,0.87386,0.0001388,0.0001388,0.0001388
96,1187.36,0.45123,0.49512,0.79054,0.98892,1,0.995,0.86425,0.51863,0.56378,0.87721,0.000119,0.000119,0.000119
97,1199.06,0.5067,0.55092,0.84172,0.98892,1,0.995,0.86425,0.51863,0.56378,0.87721,9.92e-05,9.92e-05,9.92e-05
98,1210.28,0.51075,0.56976,0.96405,0.98928,1,0.995,0.8955,0.51815,0.55735,0.87485,7.94e-05,7.94e-05,7.94e-05
99,1221.95,0.40621,0.57401,0.8686,0.98928,1,0.995,0.8955,0.51815,0.55735,0.87485,5.96e-05,5.96e-05,5.96e-05
100,1234.48,0.53628,0.59128,0.84579,0.98941,1,0.995,0.8955,0.51371,0.55798,0.87234,3.98e-05,3.98e-05,3.98e-05
