epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.029,0.86294,4.45784,1.1336,0,0,0,0,0.60409,4.59032,0.7918,2e-05,2e-05,2e-05
2,31.0234,0.75254,4.45008,0.93378,0,0,0,0,0.54406,4.59873,0.7863,5.9703e-05,5.9703e-05,5.9703e-05
3,45.1284,0.45552,4.23296,0.86768,0,0,0,0,0.53146,4.59143,0.80509,9.901e-05,9.901e-05,9.901e-05
4,61.4073,0.64106,3.98829,0.96209,0,0,0,0,0.67788,4.57416,0.88456,0.000137921,0.000137921,0.000137921
5,77.3791,0.66778,3.45593,0.99683,0,0,0,0,0.72166,4.53827,0.90615,0.000176436,0.000176436,0.000176436
6,90.3162,0.68476,3.28317,0.98889,0,0,0,0,0.60409,4.4666,0.84543,0.000214555,0.000214555,0.000214555
7,103.171,0.75736,2.56518,1.03131,0,0,0,0,0.52697,4.4144,0.83014,0.000252278,0.000252278,0.000252278
8,115.592,0.78179,1.3827,1.04462,0,0,0,0,0.50271,4.39871,0.79597,0.000289605,0.000289605,0.000289605
9,129.309,0.73341,1.51778,0.93168,0,0,0,0,0.57575,4.47128,0.83438,0.000326536,0.000326536,0.000326536
10,142.275,0.86049,1.89383,1.21038,0,0,0,0,0.6708,4.46881,0.87873,0.000363071,0.000363071,0.000363071
11,154.767,0.99462,1.26006,1.22016,0,0,0,0,0.66589,4.60918,1.09208,0.00039921,0.00039921,0.00039921
12,168.309,0.85299,1.87418,1.33874,0,0,0,0,0.62307,4.64055,1.18075,0.000434953,0.000434953,0.000434953
13,182.828,0.80008,1.28722,1.11932,0,0,0,0,0.67772,4.57467,1.05487,0.0004703,0.0004703,0.0004703
14,195.531,0.59143,0.83711,0.90601,0,0,0,0,0.63872,4.51272,1.02437,0.000505251,0.000505251,0.000505251
15,208.455,0.78631,1.07588,1.09057,0,0,0,0,0.74836,4.44017,1.11098,0.000539806,0.000539806,0.000539806
16,222.014,0.58236,1.65615,0.98751,1,0.25,0.245,0.245,0.60815,4.35478,1.03848,0.000573965,0.000573965,0.000573965
17,248.244,0.60931,0.73498,0.99296,1,0.25,0.245,0.245,0.60839,4.35377,1.03868,0.000607728,0.000607728,0.000607728
18,260.697,0.61767,0.91538,1.04382,1,0.25,0.245,0.2205,0.74688,4.26856,1.13906,0.000641095,0.000641095,0.000641095
19,273.267,0.67135,0.72054,0.98199,1,0.25,0.245,0.2205,0.74337,4.12043,0.9395,0.000674066,0.000674066,0.000674066
20,285.565,0.79124,0.70682,1.12097,1,0.25,0.245,0.2205,0.72236,4.03138,0.89591,0.000706641,0.000706641,0.000706641
21,297.545,0.61749,0.80644,0.97814,1,0.5,0.495,0.4455,0.64765,3.90932,0.82442,0.00073882,0.00073882,0.00073882
22,310.441,0.73102,0.80133,0.86509,1,0.5,0.495,0.4205,0.67929,4.08972,0.90316,0.000770603,0.000770603,0.000770603
23,323.092,0.71682,0.95261,0.95111,1,0.5,0.495,0.4205,0.79198,4.0128,1.0499,0.00080199,0.00080199,0.00080199
24,335.822,0.70001,0.73609,0.88459,1,0.75,0.745,0.64125,0.74556,3.78219,1.01355,0.000832981,0.000832981,0.000832981
25,348.461,0.81901,0.81441,0.96645,1,0.75,0.745,0.612,0.79747,3.39197,1.10056,0.000863576,0.000863576,0.000863576
26,360.289,0.6403,0.73969,0.96373,1,1,0.995,0.80417,0.86172,3.19601,1.17702,0.000893775,0.000893775,0.000893775
27,373.076,0.73242,0.8884,0.96514,0.75,0.75,0.6825,0.52087,0.83437,3.61355,1.18812,0.000923578,0.000923578,0.000923578
28,385.41,0.77777,0.9402,0.97262,0.75,0.75,0.6825,0.52087,0.83437,3.61355,1.18812,0.000952985,0.000952985,0.000952985
29,401.406,0.78038,0.91905,0.98597,1,0.75,0.745,0.546,0.84618,3.69718,1.36628,0.000981996,0.000981996,0.000981996
30,414.027,0.70777,0.77088,0.8997,1,1,0.995,0.7455,0.91426,3.42312,1.53438,0.00101061,0.00101061,0.00101061
31,426.069,0.89981,0.77695,1.02863,1,1,0.995,0.7455,0.91426,3.42312,1.53438,0.00103883,0.00103883,0.00103883
32,437.933,0.81913,0.71514,1.14302,0.8,1,0.995,0.77,0.88386,2.90702,1.43968,0.00106665,0.00106665,0.00106665
33,449.972,0.80086,0.7533,1.17429,0.66667,1,0.995,0.796,0.83605,2.68242,1.27799,0.00109408,0.00109408,0.00109408
34,461.049,0.66018,0.6605,0.98056,0.66667,1,0.995,0.796,0.83605,2.68242,1.27799,0.00112111,0.00112111,0.00112111
35,471.864,0.73467,0.7825,1.00277,0.66667,1,0.995,0.8205,0.72299,2.60609,1.18931,0.00114775,0.00114775,0.00114775
